Application ID,Age,Gender,Marital Status (at the time of application),No of dependents,Income,Education,Profession ,Type of residence,No of months in current residence,No of months in current company,Performance Tag
720449289,40,M,Single,3,10,Professional,SE,Rented,6,5,0
970009765,34,M,Married,3,29,Professional,SAL,Owned,6,55,0
429006160,39,F,Married,1,30,Bachelor,SAL,Owned,6,12,0
810951180,58,M,Married,1,30,Professional,SE_PROF,Rented,6,49,0
651251637,52,M,Married,4,32,Professional,SAL,Rented,6,22,0
249696702,44,M,Married,4,47,Masters,SAL,Rented,6,18,0
70299319,27,M,Married,2,34,Masters,SAL,Company provided,6,25,0
7455278,54,M,Married,4,55,Bachelor,SE,Rented,6,39,0
665801625,34,M,Married,3,4.5,Bachelor,SE_PROF,Rented,6,60,0
391046569,39,M,Married,3,16,Bachelor,SAL,Owned,6,45,0
784577945,36,M,Single,3,13,Professional,SAL,Owned,6,62,0
196379983,51,M,Married,2,15,Professional,SAL,Rented,6,9,0
344817402,33,M,Married,2,27,Masters,SAL,Living with Parents,6,62,0
178409313,55,M,Married,4,45,Masters,SAL,Rented,6,50,0
363543273,62,M,Married,2,35,Professional,SAL,Rented,6,53,0
52244849,36,M,Married,5,21,Phd,SE,Owned,6,49,0
763309974,59,F,Married,2,47,Professional,SAL,Rented,6,3,0
844271342,51,M,Married,2,60,Masters,SAL,Owned,6,53,0
907064904,38,F,Married,5,41,Masters,SAL,Rented,6,51,0
61588456,39,M,Married,5,38,Masters,SAL,Rented,6,12,0
155615542,28,F,Married,2,18,Masters,SAL,Rented,6,55,0
571975800,54,F,Married,3,19,Bachelor,SAL,Owned,6,17,0
357979725,57,M,Married,1,45,Phd,SAL,Rented,6,55,1
125114307,47,M,Married,5,14,Masters,SE,Rented,6,6,0
965665201,51,M,Married,3,46,Bachelor,SE,Rented,6,16,0
34607019,56,M,Married,5,47,Professional,SE_PROF,Rented,6,12,0
369055545,39,M,Married,1,27,Professional,SAL,Rented,6,37,0
521501965,42,M,Married,4,13,Professional,SAL,Owned,6,11,0
201175671,61,M,Single,4,43,Bachelor,SE_PROF,Owned,6,3,0
921151241,61,F,Married,4,34,Masters,SAL,Rented,6,29,0
683972809,53,F,Married,5,53,Professional,SE_PROF,Rented,6,52,0
359892928,56,M,Married,3,47,Professional,SAL,Rented,6,45,0
886188592,30,M,Single,1,8,Bachelor,SAL,Rented,6,61,0
308244960,38,M,Married,3,36,Professional,SE_PROF,Rented,6,11,0
548431648,56,M,Married,3,43,Bachelor,SAL,Rented,6,39,0
161228433,49,F,Married,5,58,Professional,SAL,Rented,6,27,0
700870993,60,M,Married,1,49,Masters,SAL,Rented,6,20,0
612029095,39,M,Married,3,7,Professional,SE_PROF,Rented,6,48,0
200889872,40,M,Married,5,30,Professional,SE_PROF,Owned,6,45,0
6927308,52,M,Married,5,28,Bachelor,SAL,Owned,6,23,0
144879441,47,M,Married,1,38,Professional,SE,Rented,6,23,0
348144496,49,F,Married,2,32,Bachelor,SAL,Rented,6,47,0
666537513,47,F,Married,4,44,Professional,SAL,Rented,6,53,0
492010950,39,M,Married,3,40,Bachelor,SE,Owned,6,24,0
195802706,48,M,Married,4,30,Masters,SAL,Owned,6,22,0
437864929,52,F,Married,3,41,Bachelor,SAL,Rented,6,43,0
545322767,49,M,Married,1,4.5,Professional,SAL,Rented,6,28,0
573824175,44,F,Married,2,4.5,Bachelor,SAL,Rented,6,59,0
343681825,51,M,Married,1,15,Masters,SAL,Rented,6,37,0
469364445,38,F,Married,5,11,Masters,SE,Rented,6,3,0
132237466,43,F,Married,5,19,Professional,SAL,Rented,6,43,0
620829570,31,M,Married,1,7,Professional,SE,Living with Parents,6,53,0
462956747,40,M,Married,5,26,Phd,SAL,Owned,6,20,0
816040993,50,M,Married,4,41,Professional,SE,Rented,6,36,0
627589637,51,M,Married,3,47,Professional,SAL,Rented,6,59,0
419882684,54,M,Married,2,4.5,Masters,SAL,Rented,6,58,0
976156651,35,F,Single,1,5,Bachelor,SE_PROF,Rented,6,36,0
567553481,59,M,Married,1,43,Bachelor,SE,Rented,6,4,0
546576907,47,M,Married,4,27,Professional,SAL,Rented,6,49,0
861209943,28,F,Single,2,20,Professional,SAL,Living with Parents,6,56,0
726753795,59,M,Married,2,29,Bachelor,SAL,Rented,6,42,0
425258464,40,M,Single,5,42,Phd,SAL,Rented,6,52,0
315774708,56,F,Married,2,45,Masters,SAL,Owned,6,47,0
749011070,63,F,Married,3,47,Masters,SAL,Owned,6,3,0
672208483,56,M,Married,4,5,Masters,SAL,Rented,6,57,0
269778069,43,M,Married,2,10,Bachelor,SAL,Owned,6,3,0
224160419,47,M,Married,3,42,Masters,SAL,Rented,6,61,0
334425522,53,M,Married,5,12,Bachelor,SAL,Rented,6,6,0
84830830,37,M,Married,4,9,Professional,SAL,Owned,6,30,0
54676598,43,M,Married,3,43,Bachelor,SE,Rented,6,3,0
870046084,51,M,Married,2,24,Masters,SE,Rented,6,17,0
118223827,64,F,Married,4,29,Professional,SAL,Rented,6,3,0
305340321,48,M,Married,1,31,Bachelor,SE_PROF,Rented,6,55,0
609805961,44,F,Married,1,53,Professional,SAL,Rented,6,13,0
736990776,54,M,Married,2,11,Bachelor,SAL,Owned,6,54,0
325702962,40,M,Married,4,4.5,Masters,SE,Owned,6,21,0
356033686,50,M,Married,1,38,Phd,SAL,Rented,6,59,0
626666807,39,M,Married,1,10,Professional,SAL,Owned,6,12,0
102967114,43,M,Married,5,5,Professional,SAL,Rented,6,49,0
339665594,49,F,Married,4,41,Masters,SE_PROF,Rented,6,31,0
6535507,53,M,Married,1,33,Professional,SE_PROF,Rented,6,3,0
328549700,42,M,Married,3,12,Bachelor,SAL,Rented,6,12,0
66331175,51,M,Married,3,22,Masters,SAL,Rented,6,59,0
235538238,45,F,Married,5,49,Masters,SAL,Rented,6,53,0
182119605,43,M,Married,2,35,Professional,SE_PROF,Rented,6,49,0
87059712,51,M,Married,2,36,Professional,SE_PROF,Rented,6,3,0
795860520,33,M,Married,1,42,Phd,SE_PROF,Living with Parents,6,58,0
66754792,54,M,Married,3,46,Professional,SAL,Owned,6,55,0
953190787,62,F,Married,1,48,Phd,SAL,Rented,6,41,0
677738597,50,F,Married,5,58,Professional,SAL,Owned,6,21,0
458726728,45,M,Married,5,51,Professional,SAL,Rented,6,54,0
57815150,49,M,Married,5,33,Masters,SE,Rented,6,56,0
979685284,53,M,Married,1,24,Phd,SE_PROF,Rented,6,50,0
350461937,50,F,Married,3,39,Bachelor,SE,Rented,6,18,0
403455584,54,M,Married,1,47,Masters,SAL,Rented,6,10,0
9303244,45,M,Married,5,29,Professional,SE,Rented,6,38,0
567904104,33,M,Married,1,41,Masters,SE,Rented,6,4,0
416095047,48,M,Single,5,53,Professional,SAL,Rented,6,19,0
370659520,53,F,Married,1,12,Professional,SE_PROF,Rented,6,56,0
214781197,43,M,Married,3,4.5,Bachelor,SAL,Rented,6,22,0
454643476,57,M,Married,5,6,Bachelor,SAL,Rented,6,48,0
633512394,45,F,Single,5,46,Masters,SAL,Rented,6,46,0
854134899,34,F,Single,2,27,Masters,SE,Owned,6,37,0
587250691,34,M,Married,2,19,Masters,SE_PROF,Rented,6,57,0
342518058,47,F,Married,5,31,Professional,SAL,Rented,6,33,0
964735790,54,F,Married,3,41,Bachelor,SE_PROF,Rented,6,7,0
112763791,43,M,Married,2,6,Bachelor,SE_PROF,Owned,6,16,0
125038792,47,F,Married,1,34,Professional,SE,Owned,6,7,0
450094031,51,M,Married,1,42,Bachelor,SAL,Owned,6,47,0
513816136,38,F,Married,2,33,Bachelor,SE,Rented,6,34,0
71276743,28,M,Married,1,37,Bachelor,SAL,Rented,6,41,0
642004396,46,M,Married,5,38,Phd,SAL,Owned,6,16,0
646179549,42,M,Single,5,50,Masters,SAL,Rented,6,12,0
433534604,45,M,Married,3,13,Professional,SAL,Rented,6,57,0
650102946,28,M,Single,3,19,Masters,SAL,Rented,6,3,0
371733585,60,M,Single,5,45,Masters,SE_PROF,Owned,6,3,0
94352335,37,F,Married,4,41,Bachelor,SAL,Rented,6,29,0
298509873,48,M,Married,2,5,Masters,SE,Owned,6,61,0
224864753,56,M,Married,5,33,Masters,SE,Owned,6,3,0
229383199,42,M,Married,2,40,Phd,SE,Owned,6,27,0
337329429,34,M,Married,2,24,Masters,SAL,Rented,6,59,0
456004010,54,M,Married,5,24,Masters,SE,Owned,6,62,0
502443769,65,F,Married,5,22,Professional,SAL,Company provided,6,39,0
779739587,42,M,Married,2,17,Masters,SAL,Rented,6,27,0
267060367,37,M,Married,1,23,Bachelor,SE,Rented,6,52,0
724168706,45,M,Married,1,22,Bachelor,SAL,Owned,6,42,0
522300692,52,F,Married,3,31,Professional,SAL,Owned,6,3,0
573453917,41,M,Married,5,26,Masters,SAL,Rented,6,61,0
894355458,53,M,Married,5,25,Professional,SE,Rented,6,47,0
149759969,47,M,Single,1,48,Professional,SAL,Rented,6,24,0
304878477,44,M,Married,1,47,Masters,SE_PROF,Rented,6,3,0
232911990,43,M,Married,1,56,Bachelor,SAL,Rented,6,32,0
283666665,56,F,Married,2,32,Bachelor,SE_PROF,Rented,6,58,0
44326281,55,M,Married,4,27,Professional,SAL,Rented,6,58,0
993004462,59,F,Married,3,50,Masters,SE_PROF,Rented,6,38,0
363834565,63,M,Married,2,15,Masters,SE,Rented,6,5,0
866498398,42,M,Married,2,56,Bachelor,SE_PROF,Rented,6,7,0
742923568,65,M,Married,1,4.5,Masters,SAL,Rented,6,46,0
82947610,31,M,Married,3,37,Bachelor,SE_PROF,Rented,6,27,0
619640756,54,F,Married,4,60,Bachelor,SAL,Rented,6,28,0
305419389,43,M,Married,4,47,Bachelor,SAL,Owned,6,8,0
665416518,40,F,Single,4,57,Masters,SE_PROF,Rented,6,40,0
440293026,50,M,Married,2,60,Bachelor,SE_PROF,Rented,6,11,0
390313413,37,F,Married,1,4.5,Professional,SE,Owned,6,55,0
306748557,51,F,Married,5,30,Masters,SE_PROF,Rented,6,46,0
857754293,54,F,Married,5,17,Bachelor,SAL,Rented,6,14,0
170950145,41,M,Married,5,54,Professional,SAL,Owned,6,58,0
541759159,44,M,Married,1,49,Professional,SAL,Rented,6,5,0
152949673,61,F,Married,3,37,Masters,SE_PROF,Rented,6,50,0
745403630,49,M,Married,3,59,Masters,SAL,Rented,6,26,0
915172185,44,M,Single,2,35,Bachelor,SAL,Rented,6,56,0
481819984,56,F,Single,1,49,Professional,SE,Owned,6,3,0
408284366,58,F,Married,1,11,Professional,SAL,Rented,6,9,0
883396094,53,M,Married,5,57,Professional,SE_PROF,Rented,6,43,0
686359564,56,M,Married,4,33,Bachelor,SAL,Rented,6,34,0
183553460,44,M,Married,3,54,Professional,SE_PROF,Owned,6,56,0
982576367,39,M,Married,1,20,Professional,SAL,Owned,6,43,0
41538975,43,M,Married,1,4.5,Masters,SAL,Rented,6,3,0
160567629,27,M,Married,3,14,Masters,SE,Rented,6,26,0
262034792,52,M,Married,4,45,Masters,SE_PROF,Owned,6,11,0
260257858,54,M,Married,5,46,Professional,SE_PROF,Owned,6,21,0
908147483,27,M,Married,3,11,Bachelor,SAL,Rented,6,45,0
657792780,41,M,Married,2,19,Professional,SE,Rented,6,53,0
174218291,57,F,Married,5,33,Bachelor,SAL,Rented,6,53,0
257471796,62,F,Married,4,35,Phd,SE,Owned,6,33,0
851729031,39,F,Single,3,4.5,Masters,SE_PROF,Rented,6,19,0
889015043,36,M,Married,4,13,Masters,SE_PROF,Rented,6,54,0
908761813,60,M,Married,5,38,Masters,SAL,Rented,6,28,0
346078646,33,M,Married,3,29,Masters,SAL,Rented,6,45,0
550775227,33,F,Single,1,26,Masters,SAL,Rented,6,3,0
329687323,50,F,Married,5,44,Bachelor,SE_PROF,Owned,6,31,0
489850253,47,F,Married,1,9,Professional,SAL,Rented,6,41,0
771108941,53,M,Married,1,31,Masters,SE,Rented,6,17,0
612064179,48,M,Married,1,23,Masters,SAL,Rented,6,34,0
251183582,48,F,Married,3,15,Masters,SE_PROF,Owned,6,24,0
43258308,40,F,Single,4,52,Masters,SAL,Rented,6,25,0
389058554,65,M,Married,3,38,Phd,SE,Rented,6,51,0
775557679,64,M,Married,1,43,Masters,SAL,Rented,6,28,0
753301042,63,M,Married,1,48,Bachelor,SAL,Rented,6,11,0
545292381,63,F,Married,2,24,Professional,SAL,Rented,6,61,0
818633326,34,M,Single,1,45,Professional,SAL,Rented,6,3,0
532128803,39,M,Single,2,41,Masters,SE,Rented,6,60,0
502553963,44,M,Married,2,23,Bachelor,SAL,Rented,6,11,0
465189166,61,F,Married,2,8,Professional,SE,Rented,6,58,0
29724165,61,M,Married,4,38,Bachelor,SAL,Rented,6,38,0
369811184,37,M,Married,5,4.5,Masters,SE_PROF,Rented,6,60,0
448257157,47,M,Married,2,60,Masters,SE_PROF,Rented,6,3,0
58775402,40,F,Married,2,31,Masters,SAL,Rented,6,29,0
895458460,55,M,Married,2,25,Professional,SAL,Rented,6,56,0
54755612,38,M,Single,5,23,Professional,SE,Rented,6,36,0
796595193,40,M,Married,4,38,Masters,SAL,Rented,6,36,0
193931316,51,M,Married,1,45,Masters,SAL,Rented,6,45,0
415923134,49,F,Married,1,38,Masters,SAL,Rented,6,8,0
750552366,48,M,Married,5,59,Bachelor,SE_PROF,Rented,6,54,0
926593045,38,F,Single,2,27,Masters,SAL,Rented,6,14,0
522365600,38,M,Married,2,45,Masters,SE,Rented,6,8,0
455245963,48,M,Married,1,56,Professional,SAL,Rented,6,3,0
572930927,38,M,Married,3,19,Masters,SE,Owned,6,61,0
200287961,44,M,Married,3,44,Professional,SAL,Company provided,6,9,0
692128382,56,M,Married,5,32,Professional,SAL,Owned,6,48,0
726225891,48,M,Married,5,35,Professional,SE_PROF,Rented,6,15,0
623928363,48,F,Married,5,6,Bachelor,SAL,Rented,6,11,0
584052553,43,M,Married,2,34,Masters,SAL,Rented,6,35,0
330907478,58,F,Married,1,18,Masters,SAL,Rented,6,35,0
691995379,42,M,Married,5,41,Masters,SAL,Rented,6,36,0
679270534,51,M,Married,5,48,Masters,SE_PROF,Rented,6,36,0
416217960,40,F,Married,1,56,Masters,SAL,Rented,6,20,0
178753512,58,M,Married,4,17,Professional,SAL,Owned,6,38,0
551152200,27,M,Married,3,33,Professional,SE_PROF,Rented,6,51,0
233632891,60,M,Married,1,27,Professional,SAL,Rented,6,59,0
347058453,37,M,Single,4,10,Bachelor,SAL,Rented,6,24,0
734258428,56,M,Married,2,30,Professional,SAL,Rented,6,60,0
868623285,44,M,Single,5,40,Professional,SE,Rented,6,28,0
851484147,44,M,Married,1,54,Bachelor,SAL,Rented,6,21,0
402571350,46,M,Married,2,40,Masters,SE_PROF,Rented,6,19,0
276949089,31,M,Married,1,30,Masters,SE,Rented,6,3,0
964619878,41,M,Married,3,49,Professional,SE_PROF,Rented,6,3,0
471398029,49,F,Married,2,14,Professional,SAL,Rented,6,12,0
258856980,39,M,Married,4,15,Bachelor,SAL,Rented,6,46,0
902136210,64,M,Married,4,7,Professional,SE_PROF,Rented,6,39,0
67456730,63,M,Married,3,14,Masters,SAL,Owned,6,50,0
61533637,50,M,Married,4,33,Masters,SE_PROF,Rented,6,62,0
36771190,28,M,Married,3,35,Professional,SAL,Owned,6,8,0
853977328,50,F,Married,5,40,Bachelor,SAL,Rented,6,40,0
351173398,40,M,Married,1,23,Professional,SAL,Owned,6,43,0
705730670,47,M,Single,3,43,Bachelor,SAL,Rented,6,33,0
711336237,59,F,Married,5,14,Phd,SAL,Rented,6,26,0
228712996,55,M,Married,5,35,Masters,SE,Owned,6,35,0
653566293,63,M,Married,4,45,Masters,SAL,Rented,6,55,0
692929830,46,M,Married,4,10,Professional,SAL,Rented,6,37,0
87078155,41,F,Married,4,52,Professional,SE_PROF,Owned,6,36,0
384667796,31,M,Single,1,36,Bachelor,SE,Owned,6,60,0
237286316,40,M,Married,3,24,Masters,SE_PROF,Rented,6,58,0
4094070,54,M,Married,2,41,Professional,SAL,Rented,6,15,0
452217559,53,M,Married,4,48,Masters,SE_PROF,Rented,6,11,0
588975120,55,M,Married,1,21,Professional,SAL,Owned,6,38,0
976049207,39,M,Single,1,13,Bachelor,SE,Rented,6,3,0
943098055,42,M,Single,1,43,Phd,SE_PROF,Owned,6,12,0
326478881,43,M,Married,2,60,Masters,SAL,Rented,6,49,0
289001093,38,M,Married,5,33,Professional,SE,Rented,6,3,0
753314693,41,F,Married,2,28,Bachelor,SE_PROF,Rented,6,61,0
319248683,41,M,Married,4,39,Masters,SAL,Owned,6,51,0
138954120,41,M,Married,3,41,Professional,SAL,Rented,6,53,0
127332213,36,F,Married,2,28,Professional,SE_PROF,Rented,6,5,0
995462472,54,M,Married,2,22,Professional,SAL,Rented,6,54,0
692397499,57,M,Married,1,50,Professional,SE_PROF,Rented,6,9,0
219935083,55,F,Married,3,56,Bachelor,SE_PROF,Owned,6,24,0
707163093,40,M,Married,3,51,Professional,SAL,Rented,6,24,0
231961427,49,M,Married,2,52,Masters,SAL,Owned,6,3,0
743085133,46,F,Married,3,54,Masters,SE_PROF,Rented,6,50,0
363123644,35,M,Married,5,44,Bachelor,SE_PROF,Rented,6,3,0
128486513,45,M,Married,4,32,Masters,SE_PROF,Rented,6,8,0
213448845,59,F,Married,2,16,Professional,SE,Rented,6,33,0
232962805,42,M,Married,5,15,Masters,SE_PROF,Rented,6,28,0
233430647,37,M,Married,3,36,Professional,SAL,Owned,6,45,0
561908465,45,M,Married,1,46,Professional,SE,Rented,6,9,0
172499871,29,M,Married,2,38,Professional,SE,Living with Parents,6,28,0
312644322,50,F,Married,5,46,Phd,SE,Rented,6,55,0
900802966,35,F,Single,2,39,Masters,SE,Rented,6,38,0
954976886,41,M,Married,3,52,Professional,SE_PROF,Rented,6,38,0
854194719,55,M,Married,1,52,Professional,SAL,Rented,6,25,0
427018852,60,M,Married,3,15,Masters,SAL,Company provided,6,41,0
347584490,61,M,Married,5,9,Masters,SE_PROF,Rented,6,12,0
766040918,39,M,Married,5,41,Professional,SE_PROF,Owned,6,47,0
237944920,61,M,Married,5,16,Professional,SAL,Owned,6,61,0
344826329,46,M,Single,1,39,Bachelor,SE_PROF,Rented,6,40,0
155990359,57,M,Married,3,49,Professional,SAL,Rented,6,15,0
292279417,37,M,Married,2,27,Professional,SE_PROF,Owned,6,46,0
278327680,46,M,Married,3,21,Phd,SE_PROF,Rented,6,3,0
372868666,29,M,Married,2,42,Bachelor,SE,Others,6,55,0
243972508,58,M,Married,3,45,Masters,SE,Rented,6,4,0
124983614,62,M,Married,1,40,Phd,SAL,Rented,6,11,0
149295841,57,M,Married,4,26,Professional,SAL,Rented,6,12,0
998376444,43,M,Married,5,60,Masters,SAL,Rented,6,5,0
67706306,48,M,Married,1,27,Professional,SAL,Rented,6,47,0
971181421,42,M,Married,4,49,Professional,SE,Owned,6,27,0
313504957,39,M,Married,1,36,Phd,SE,Rented,6,15,0
881873094,53,M,Married,4,26,Masters,SE_PROF,Owned,6,52,0
340095155,43,M,Married,3,51,Masters,SE,Rented,6,56,0
908306273,47,F,Married,4,36,Professional,SAL,Company provided,6,41,0
182723948,62,M,Married,4,19,Phd,SAL,Rented,6,62,0
592164638,48,M,Married,2,20,Bachelor,SE,Rented,6,39,0
784538731,37,M,Married,2,29,Bachelor,SAL,Owned,6,11,0
943742733,54,M,Married,1,19,Professional,SAL,Owned,6,8,0
581270097,35,M,Married,1,12,Professional,SAL,Rented,6,55,1
805649109,40,M,Married,4,60,Professional,SAL,Rented,6,3,0
264737463,52,M,Single,2,40,Bachelor,SAL,Rented,6,3,0
646150826,33,M,Single,2,8,Professional,SAL,Living with Parents,6,13,0
431603785,28,M,Single,1,14,Bachelor,SE_PROF,Rented,6,52,0
868080417,50,M,Married,5,16,Professional,SAL,Rented,6,53,0
830058848,41,M,Married,1,4.5,Masters,SAL,Rented,6,56,0
842431184,54,M,Married,3,18,Professional,SAL,Rented,6,15,0
974515430,56,F,Married,3,39,Masters,SAL,Rented,6,42,0
378438899,41,M,Married,5,26,Professional,SE_PROF,Rented,6,3,0
842280828,46,M,Married,4,49,Professional,SE,Rented,6,43,0
833555298,41,M,Married,2,40,Masters,SAL,Owned,6,54,0
131608300,42,F,Married,2,7,Masters,SAL,Rented,6,36,0
934712420,39,F,Married,4,22,Masters,SE,Rented,6,42,0
972733989,48,M,Married,5,22,Masters,SE_PROF,Rented,6,29,0
696368227,64,M,Married,2,29,Bachelor,SE_PROF,Rented,6,5,0
917604523,45,F,Married,5,15,Professional,SAL,Owned,6,60,0
237344608,55,M,Married,2,4.5,Bachelor,SAL,Rented,6,62,0
529354066,55,M,Single,3,54,Professional,SE,Rented,6,25,0
693919304,32,M,Married,1,20,Masters,SE,Owned,6,42,0
828687785,58,F,Married,4,37,Bachelor,SE,Rented,6,51,0
377160148,59,F,Married,5,44,Professional,SE,Rented,6,27,0
2331371,39,M,Married,2,6,Professional,SAL,Rented,6,14,0
411223513,38,M,Married,2,27,Professional,SAL,Rented,6,13,0
642043366,45,M,Married,3,59,Professional,SE,Rented,6,18,0
368623658,36,M,Married,4,45,Professional,SAL,Rented,6,54,0
697797277,53,M,Married,3,4.5,Bachelor,SAL,Rented,6,47,0
947609030,45,M,Married,2,45,Professional,SE_PROF,Rented,6,3,0
623043907,63,M,Married,1,41,Masters,SAL,Owned,6,47,0
23079029,37,M,Married,1,4.5,Bachelor,SE_PROF,Rented,6,3,0
297181835,48,M,Married,3,21,Masters,SE_PROF,Owned,6,60,0
127296242,50,F,Married,2,7,Masters,SE,Rented,6,16,0
532581231,47,F,Married,5,51,Masters,SAL,Owned,6,11,0
279975007,28,M,Married,1,7,Bachelor,SE_PROF,Owned,6,47,0
130748720,44,M,Married,3,55,Masters,SAL,Rented,6,62,0
52673447,50,M,Married,2,19,Professional,SAL,Company provided,6,34,0
416785655,35,F,Married,1,16,Bachelor,SE_PROF,Rented,6,52,0
307578468,37,F,Married,1,41,Bachelor,SE,Rented,6,58,0
830152696,43,F,Married,1,13,Masters,SE,Rented,6,33,1
658426860,36,F,Married,5,41,Professional,SE_PROF,Rented,6,61,0
506845383,34,M,Married,3,33,Masters,SE_PROF,Owned,6,26,0
850614041,58,M,Married,4,48,Masters,SE_PROF,Owned,6,31,0
981993256,54,F,Married,4,19,Masters,SAL,Rented,6,54,0
519440847,47,M,Married,3,32,Bachelor,SE,Rented,6,3,0
247937048,34,M,Married,3,10,Masters,SAL,Rented,6,42,1
462825314,43,M,Married,4,56,Masters,SE,Rented,6,54,0
579611662,43,M,Married,3,51,Professional,SAL,Rented,6,3,0
353285167,63,M,Single,2,11,Bachelor,SE_PROF,Rented,6,3,0
633931016,46,M,Married,2,33,Bachelor,SAL,Rented,6,3,0
953758716,47,M,Married,5,50,Professional,SE_PROF,Rented,6,24,0
117827930,61,M,Married,2,20,Professional,SAL,Rented,6,19,0
399768814,55,M,Married,4,53,Masters,SAL,Rented,6,10,0
59834054,30,M,Married,3,20,Professional,SAL,Rented,6,39,0
311959704,44,M,Married,4,60,Bachelor,SE_PROF,Rented,6,58,0
738929360,60,M,Married,3,44,Masters,SAL,Owned,6,60,0
4843442,63,M,Married,3,36,Masters,SAL,Company provided,6,3,0
984685388,37,M,Single,1,19,Masters,SAL,Rented,6,62,0
396940359,40,M,Married,4,15,Masters,SE_PROF,Rented,6,17,0
549224889,29,F,Married,3,21,Masters,SAL,Living with Parents,6,25,0
998542857,61,M,Married,2,32,Masters,SAL,Rented,6,40,0
271439203,64,F,Married,5,37,Masters,SAL,Rented,6,3,0
778749330,48,F,Married,4,54,Masters,SE_PROF,Owned,6,50,0
263609963,50,F,Married,5,50,Masters,SE,Owned,6,52,0
100625599,39,M,Married,1,21,Bachelor,SAL,Rented,6,56,0
481850904,49,M,Married,2,32,Professional,SAL,Rented,6,61,0
365431587,49,F,Married,1,5,Professional,SAL,Rented,6,56,0
25960969,53,F,Married,3,39,Bachelor,SE,Owned,6,4,0
126771254,35,F,Married,1,27,Professional,SAL,Rented,6,54,0
7807985,46,M,Married,4,17,Professional,SAL,Rented,6,32,0
50026487,55,M,Married,5,58,Professional,SAL,Rented,6,53,0
520147447,54,M,Married,3,25,Professional,SE_PROF,Rented,6,3,0
776519073,57,M,Single,1,19,Bachelor,SE_PROF,Owned,6,44,0
870725018,57,M,Married,3,41,Masters,SE,Rented,6,51,0
960038052,42,M,Married,3,47,Professional,SAL,Rented,6,47,0
493750052,48,F,Married,2,11,Professional,SE,Owned,6,53,0
971201389,49,M,Married,1,23,Professional,SE,Rented,6,52,0
338819208,50,M,Married,4,43,Masters,SE_PROF,Owned,6,59,0
253429088,33,M,Married,3,45,Masters,SAL,Owned,6,32,0
53015118,32,F,Single,3,26,Masters,SE,Owned,6,45,0
244276624,56,M,Married,1,13,Bachelor,SAL,Rented,6,9,0
465989036,45,M,Married,4,46,Professional,SAL,Rented,6,8,0
77028749,41,M,Single,2,17,Professional,SE_PROF,Rented,6,3,0
733999080,56,F,Married,2,25,Masters,SE_PROF,Rented,6,46,0
994422254,50,M,Married,5,39,Professional,SAL,Owned,6,48,1
986842053,55,M,Married,3,48,Professional,SAL,Owned,6,3,0
661222749,39,M,Single,5,9,Professional,SE,Rented,6,48,0
28077480,58,M,Married,5,23,Professional,SE_PROF,Others,6,26,0
977600569,49,F,Married,1,56,Phd,SE_PROF,Rented,6,49,0
410324935,42,M,Married,5,30,Professional,SE_PROF,Rented,6,37,0
342713265,48,M,Married,2,55,Masters,SAL,Rented,6,33,0
644563066,38,M,Married,2,38,Masters,SE_PROF,Rented,6,15,0
450301291,53,M,Married,2,45,Bachelor,SE,Rented,6,3,0
407018760,44,M,Single,2,43,Professional,SAL,Rented,6,57,0
960397654,51,M,Married,5,46,Masters,SE_PROF,Rented,6,28,0
688629395,29,F,Single,2,25,Professional,SAL,Living with Parents,6,52,0
369745753,40,M,Married,5,32,Masters,SE,Rented,6,21,0
297507099,49,M,Married,4,46,Phd,SAL,Rented,6,29,0
376238775,60,M,Married,2,44,Professional,SAL,Rented,6,34,0
680408641,43,F,Married,1,40,Masters,SAL,Rented,6,40,0
258818586,42,M,Married,5,25,Bachelor,SAL,Owned,6,17,0
457262741,64,M,Married,2,50,Masters,SAL,Owned,6,39,0
861752243,44,M,Married,1,37,Bachelor,SAL,Owned,6,33,0
726401812,44,M,Married,3,36,Phd,SAL,Company provided,6,7,0
812979671,60,M,Married,5,39,Bachelor,SAL,Rented,6,39,0
424125383,54,M,Married,1,29,Masters,SAL,Rented,6,58,0
352790983,52,F,Married,2,40,Professional,SAL,Rented,6,3,0
268610256,53,M,Married,3,20,Bachelor,SAL,Rented,6,53,0
83701191,39,M,Married,4,35,Professional,SE_PROF,Rented,6,32,0
341231869,37,M,Married,3,43,Professional,SAL,Rented,6,3,0
818988722,58,M,Married,3,48,Masters,SAL,Rented,6,60,0
665720667,52,M,Married,5,45,Masters,SE,Rented,6,41,0
736850619,50,M,Married,4,36,Masters,SE_PROF,Rented,6,9,0
968121369,33,M,Single,3,26,Masters,SAL,Rented,6,3,0
396688173,40,F,Married,2,42,Professional,SE,Rented,6,37,0
63302299,53,M,Married,1,45,Masters,SAL,Rented,6,45,0
822757454,46,M,Single,5,60,Bachelor,SE_PROF,Rented,6,49,0
954913630,49,F,Married,2,42,Professional,SE,Owned,6,26,0
121474921,41,M,Married,5,34,Professional,SE_PROF,Rented,6,7,1
633961398,56,M,Single,5,4.5,Bachelor,SE,Owned,6,34,0
220193103,29,M,Married,2,10,Bachelor,SAL,Rented,6,17,0
257449226,56,M,Married,3,35,Phd,SAL,Rented,6,37,0
750027575,41,M,Single,5,11,Phd,SAL,Rented,6,53,0
987792098,44,M,Married,4,55,Professional,SAL,Rented,6,8,0
529363551,49,M,Married,4,53,Masters,SAL,Rented,6,5,0
