Application ID,No of times 90 DPD or worse in last 6 months,No of times 60 DPD or worse in last 6 months,No of times 30 DPD or worse in last 6 months,No of times 90 DPD or worse in last 12 months,No of times 60 DPD or worse in last 12 months,No of times 30 DPD or worse in last 12 months,Avgas CC Utilization in last 12 months,No of trades opened in last 6 months,No of trades opened in last 12 months,No of PL trades opened in last 6 months,No of PL trades opened in last 12 months,No of Inquiries in last 6 months (excluding home & auto loans),No of Inquiries in last 12 months (excluding home & auto loans),Presence of open home loan,Outstanding Balance,Total No of Trades,Presence of open auto loan,Performance Tag
279463137,0,0,0,0,0,0,9,0,0,0,0,0,0,0,10702,1,0,0
619318784,0,0,0,0,0,0,8,1,2,0,0,0,0,1,2941477,2,0,0
463007280,0,0,0,0,0,0,6,1,2,0,0,0,0,1,2953472,3,0,0
353602196,0,0,0,0,0,0,6,0,0,0,0,0,0,1,2939378,2,0,0
591808248,0,0,0,0,0,0,4,1,2,0,0,0,0,0,132904,5,1,0
49697242,0,0,0,0,0,0,5,0,0,0,0,0,0,0,17311,1,0,0
551125172,0,0,0,0,0,0,8,1,1,0,0,0,0,1,2935587,1,0,0
934708738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6040,2,0,0
24316357,0,0,0,0,0,0,9,0,0,0,0,0,0,0,13064,2,0,0
717707512,0,0,0,0,0,0,3,1,1,0,0,0,0,0,11176,3,0,0
978697380,0,0,0,0,0,0,12,1,1,0,0,0,0,0,22618,2,0,0
386198998,0,0,0,0,0,0,7,1,2,0,0,0,0,1,2932372,4,0,0
525555240,0,0,0,0,0,0,3,0,1,0,0,0,0,1,3317785,3,1,0
383579079,0,0,0,0,0,0,9,1,1,0,0,0,0,1,2956651,4,0,0
71138785,0,0,0,0,0,0,11,0,0,0,0,0,0,0,293,2,0,0
375339017,0,0,0,0,0,0,8,1,2,0,0,0,0,0,6212,5,0,0
619456210,0,0,0,0,0,0,7,1,1,0,0,0,0,0,400876,3,1,0
961183447,0,0,0,0,0,0,6,0,0,0,0,0,0,0,13777,1,0,0
792136363,0,0,0,0,0,0,7,1,2,0,0,0,0,0,3048,4,0,0
587841542,0,0,0,0,0,0,5,0,1,0,0,0,0,0,16916,2,0,0
629062285,0,0,0,0,0,0,9,0,1,0,0,0,0,1,2934482,3,0,0
464911320,0,0,0,0,0,0,8,0,0,0,0,0,0,0,13154,2,0,0
878329644,0,0,0,0,0,0,5,0,1,0,0,0,0,1,3133932,4,1,0
743626321,0,0,0,0,0,0,7,0,1,0,0,0,0,0,5955,3,0,0
878492939,0,0,0,0,0,0,9,1,2,0,0,0,0,0,2337,3,0,0
570854599,0,0,0,0,0,0,11,1,2,0,0,0,0,1,2942999,3,0,0
319531153,0,0,0,0,0,0,8,1,2,0,0,0,0,0,2865,3,0,0
519435951,0,0,0,0,0,0,9,1,1,0,0,0,0,1,2939181,2,0,0
986480049,0,0,0,0,0,0,4,1,1,0,0,0,0,0,4130,3,0,0
118844182,0,0,0,0,0,0,8,1,2,0,0,0,0,1,2949681,4,0,0
790965470,0,0,0,0,0,0,4,1,2,0,0,0,0,0,22712,3,0,0
734936180,0,0,0,0,0,0,4,1,2,0,0,0,0,0,241814,3,1,0
941431750,0,0,0,0,0,0,7,1,1,0,0,0,0,0,223398,3,1,0
818360318,0,0,0,0,0,0,3,1,1,0,0,0,0,0,8294,3,0,0
163709307,0,0,0,0,0,0,3,1,1,0,0,0,0,1,2941562,2,0,0
449478543,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1574,2,0,0
78979897,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2436,1,0,0
299553216,0,0,0,0,0,0,9,1,1,0,0,0,0,1,3167746,3,1,0
22224024,0,0,0,0,0,0,7,0,1,0,0,0,0,1,2939427,1,0,0
214119336,0,0,0,0,0,0,7,1,1,0,0,0,0,0,10878,2,0,0
787305126,0,0,0,0,0,0,9,0,1,0,0,0,0,0,2655,3,0,0
449668401,0,0,0,0,0,0,4,1,2,0,0,0,0,0,9866,4,0,0
69360457,0,0,0,0,0,0,7,0,1,0,0,0,0,0,10969,3,0,0
365934019,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16302,2,0,0
109038441,0,0,0,0,0,0,12,1,2,0,0,0,0,0,17535,5,0,0
997659840,0,0,0,0,0,0,11,1,2,0,0,0,0,1,2935503,3,0,0
941777394,0,0,0,0,0,0,7,0,0,0,0,0,0,1,2935786,1,0,0
53428973,0,0,0,0,0,0,8,1,2,0,0,0,0,1,2945046,3,0,0
361631921,0,0,0,0,0,0,12,0,1,0,0,0,0,0,4639,3,0,0
921204272,0,0,0,0,0,0,12,0,1,0,0,0,0,0,2530,1,0,0
735808705,0,0,0,0,0,0,10,0,0,0,0,0,0,0,18570,1,0,0
699092866,0,0,0,0,0,0,9,1,2,0,0,0,0,0,11137,2,0,0
782846704,0,0,0,0,0,0,10,1,1,0,0,0,0,0,10685,2,0,0
568642517,0,0,0,0,0,0,8,1,2,0,0,0,0,0,516,3,0,0
623041054,0,0,0,0,0,0,11,0,1,0,0,0,0,0,1151,1,0,0
692002251,0,0,0,0,0,0,10,0,1,0,0,0,0,1,2932116,1,0,0
446931008,0,0,0,0,0,0,13,1,1,0,0,0,0,1,2954135,2,0,1
90808617,0,0,0,0,0,0,,0,0,0,0,0,1,,,0,0,0
716934507,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3812,2,0,0
213076335,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3205,2,0,0
410127205,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2934350,1,0,0
275535248,0,0,0,0,0,0,7,1,1,0,0,0,0,0,4605,2,0,0
917433468,0,0,0,0,0,0,5,1,1,0,0,0,0,0,9076,4,0,0
673351429,0,0,0,0,0,0,8,0,1,0,0,0,0,0,9528,1,0,0
376866346,0,0,0,0,0,0,8,1,2,0,0,0,0,1,2941879,4,0,0
326389232,0,0,0,0,0,0,12,1,2,0,0,0,0,0,19424,4,0,0
925619313,0,0,0,0,0,0,14,1,2,0,0,0,0,1,2939153,4,0,0
175004324,0,0,0,0,0,0,2,1,2,0,0,0,0,0,2564,3,0,0
145477676,0,0,0,0,0,0,7,1,1,0,0,0,0,1,2949869,1,0,0
739892594,0,0,0,0,0,0,4,0,0,0,0,0,0,0,15204,1,0,0
482792241,0,0,0,0,0,0,7,1,2,0,0,0,0,0,18381,3,0,0
220326864,0,0,0,0,0,0,11,1,2,0,0,0,0,0,1032,4,0,0
203278504,0,0,0,0,0,0,10,1,2,0,0,0,0,0,66874,4,1,0
444285331,0,0,0,0,0,0,3,1,1,0,0,0,0,0,8545,1,0,0
695820566,0,0,0,0,0,0,9,0,0,0,0,0,0,0,11880,3,0,0
555636454,0,0,0,0,0,0,8,0,1,0,0,0,0,0,1242,3,0,0
623124463,0,0,0,0,0,0,5,1,1,0,0,0,0,0,16249,3,0,0
621215224,0,0,0,0,0,0,14,0,0,0,0,0,0,1,2932817,2,0,0
225837122,0,0,0,0,0,0,3,1,2,0,0,0,0,0,7131,5,0,0
152449823,0,0,0,0,0,0,2,1,2,0,0,0,0,0,604,4,0,0
758703169,0,0,0,0,0,0,9,1,2,0,0,0,0,0,228989,5,1,0
549947944,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1931,1,0,1
803582616,0,0,0,0,0,0,15,0,1,0,0,0,0,1,2933319,4,0,0
483890972,0,0,0,0,0,0,11,1,2,0,0,0,0,0,1114,3,0,0
170167629,0,0,0,0,0,0,3,1,1,0,0,0,0,1,2952204,4,0,0
942728828,0,0,0,0,0,0,7,1,2,0,0,0,0,0,13012,5,0,0
154929445,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2770,1,0,0
274028776,0,0,0,0,0,0,2,1,2,0,0,0,0,1,2941391,5,0,0
853570829,0,0,0,0,0,0,5,0,0,0,0,0,0,0,23571,2,1,0
956375742,0,0,0,0,0,0,2,1,1,0,0,0,0,1,2934592,2,0,0
514295025,0,0,0,0,0,0,7,1,1,0,0,0,0,0,7546,1,0,0
16171742,0,0,0,0,0,0,7,1,1,0,0,0,0,0,2227,4,0,0
837055645,0,0,0,0,0,0,4,1,1,0,0,0,0,1,2935424,2,0,0
209673751,0,0,0,0,0,0,7,0,1,0,0,0,0,0,12454,2,0,0
665059782,0,0,0,0,0,0,9,1,2,0,0,0,0,0,2688,4,0,0
933514927,0,0,0,0,0,0,9,1,2,0,0,0,0,1,2936000,3,0,0
592725197,0,0,0,0,0,0,13,1,1,0,0,0,0,0,21149,2,0,0
358582247,0,0,0,0,0,0,10,0,0,0,0,0,0,0,13306,2,0,0
191758536,0,0,0,0,0,0,7,0,1,0,0,0,0,0,9380,4,0,0
546904444,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4631,3,0,0
949719000,0,0,0,0,0,0,11,1,1,0,0,0,0,0,10571,4,0,0
112946583,0,0,0,0,0,0,11,0,1,0,0,0,0,1,2952826,3,0,0
724624820,0,0,0,0,0,0,3,1,2,0,0,0,0,1,2934894,3,0,0
991267597,0,0,0,0,0,0,3,1,2,0,0,0,0,1,2933678,3,0,0
916275020,0,0,0,0,0,0,8,0,1,0,0,0,0,1,2939619,1,0,0
583303835,0,0,0,0,0,0,11,1,1,0,0,0,0,1,3276333,2,1,0
195677525,0,0,0,0,0,0,8,1,2,0,0,0,0,0,147033,3,1,0
778450811,0,0,0,0,0,0,4,1,1,0,0,0,0,1,2944415,4,0,0
378508805,0,0,0,0,0,0,12,1,2,0,0,0,0,1,2931729,5,0,0
315313013,0,0,0,0,0,0,1,1,2,0,0,0,0,1,2937490,4,0,0
708716199,0,0,0,0,0,0,7,0,1,0,0,0,0,0,275889,1,1,0
792173084,0,0,0,0,0,0,11,1,2,0,0,0,0,0,23319,5,0,0
67394980,0,0,0,0,0,0,8,1,2,0,0,0,0,0,10531,4,0,0
212284377,0,0,0,0,0,0,8,1,2,0,0,0,0,0,411479,5,1,0
707058388,0,0,0,0,0,0,5,0,1,0,0,0,0,0,9865,4,0,0
677554056,0,0,0,0,0,0,15,1,2,0,0,0,0,1,2941557,4,0,0
836501564,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7564,3,0,0
580839259,0,0,0,0,0,0,8,1,1,0,0,0,0,0,191,2,0,0
688630255,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0
499554737,0,0,0,0,0,0,5,0,0,0,0,0,0,1,2931479,2,0,0
261943863,0,0,0,0,0,0,6,0,1,0,0,0,0,0,5653,3,0,0
261849184,0,0,0,0,0,0,5,1,2,0,0,0,0,0,47,4,0,0
994281500,0,0,0,0,0,0,4,1,1,0,0,0,0,0,1880,4,0,0
112964443,0,0,0,0,0,0,7,0,0,0,0,0,0,1,2940756,3,0,1
479874301,0,0,0,0,0,0,9,1,1,0,0,0,0,0,9675,2,0,0
85290473,0,0,0,0,0,0,8,0,1,0,0,0,0,1,2948307,2,0,0
956260919,0,0,0,0,0,0,8,0,1,0,0,0,0,0,21036,3,0,0
965645209,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12612,1,0,0
940903444,0,0,0,0,0,0,5,0,1,0,0,0,0,0,7800,3,0,0
971948250,0,0,0,0,0,0,7,1,2,0,0,0,0,0,23327,5,0,0
785899916,0,0,0,0,0,0,9,1,2,0,0,0,0,1,3231467,4,1,0
956339432,0,0,0,0,0,0,12,0,1,0,0,0,0,0,315948,2,1,0
181462044,0,0,0,0,0,0,9,0,1,0,0,0,0,1,2942477,4,0,0
683289438,0,0,0,0,0,0,2,1,2,0,0,0,0,1,2933386,5,0,0
972619999,0,0,0,0,0,0,4,1,2,0,0,0,0,1,2951219,4,0,0
89212326,0,0,0,0,0,0,8,0,1,0,0,0,0,1,2948400,1,0,0
516293313,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4818,2,0,0
826724333,0,0,0,0,0,0,10,1,1,0,0,0,0,0,1493,4,0,0
303372130,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2111,1,0,0
376983965,0,0,0,0,0,0,5,0,1,0,0,0,0,1,2934961,4,0,0
814218879,0,0,0,0,0,0,9,0,1,0,0,0,0,0,985,2,0,0
605008806,0,0,0,0,0,0,4,1,1,0,0,0,0,0,346255,3,1,0
851134678,0,0,0,0,0,0,9,0,1,0,0,0,0,0,390,3,0,0
925942344,0,0,0,0,0,0,9,1,1,0,0,0,0,1,2933917,2,0,0
383893607,0,0,0,0,0,0,14,1,2,0,0,0,0,0,301749,5,1,0
898450912,0,0,0,0,0,0,9,2,3,0,0,0,0,0,572,3,0,0
553181622,0,0,0,0,0,0,7,1,1,0,0,0,0,0,18109,1,0,0
671377878,0,0,0,0,0,0,8,1,1,0,0,0,0,1,2945364,3,0,0
234271427,0,0,0,0,0,0,9,1,2,0,0,0,0,1,2931725,4,0,0
398364845,0,0,0,0,0,0,13,1,2,0,0,0,0,1,2933936,3,0,0
340817846,0,0,0,0,0,0,11,1,1,0,0,0,0,1,3023487,3,1,0
813300616,0,0,0,0,0,0,8,0,1,0,0,0,0,0,9251,2,0,0
766175087,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1329,3,0,0
613531752,0,0,0,0,0,0,10,0,0,0,0,0,0,1,2939225,2,0,0
296089405,0,0,0,0,0,0,9,1,2,0,0,0,0,0,24382,4,0,0
913147946,0,0,0,0,0,0,8,1,2,0,0,0,0,0,4235,3,0,0
247359520,0,0,0,0,0,0,6,1,2,0,0,0,0,0,324345,4,1,0
436328444,0,0,0,0,0,0,8,0,1,0,0,0,0,0,10249,3,0,0
598203524,0,0,0,0,0,0,12,1,1,0,0,0,0,0,10125,2,0,0
184079010,0,0,0,0,0,0,6,1,2,0,0,0,0,1,2938046,2,0,0
755995419,0,0,0,0,0,0,9,1,2,0,0,0,0,1,2935061,5,0,0
849739099,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4671,2,0,0
684521111,0,0,0,0,0,0,13,1,2,0,0,0,0,1,2937298,3,0,0
131794308,0,0,0,0,0,0,12,0,0,0,0,0,0,0,6277,1,0,0
986962843,0,0,0,0,0,0,12,0,0,0,0,0,0,0,218,2,0,0
113826823,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1230,4,0,0
204259592,0,0,0,0,0,0,4,1,1,0,0,0,0,1,2932945,3,0,0
896370758,0,0,0,0,0,0,8,1,1,0,0,0,0,0,5676,3,0,0
57945945,0,0,0,0,0,0,9,0,1,0,0,0,0,1,2942723,4,0,0
723447609,0,0,0,0,0,0,11,1,1,0,0,0,0,0,1747,3,0,0
680511793,0,0,0,0,0,0,4,1,2,0,0,0,0,0,5776,3,0,0
963483216,0,0,0,0,0,0,5,1,1,0,0,0,0,0,3757,2,0,0
280006533,0,0,0,0,0,0,9,0,1,0,0,0,0,0,106679,2,1,0
978962762,0,0,0,0,0,0,10,1,1,0,0,0,0,0,8458,3,0,0
519968732,0,0,0,0,0,0,13,0,1,0,0,0,0,0,13,3,0,0
491858868,0,0,0,0,0,0,3,1,2,0,0,0,0,1,2935798,3,0,0
297097471,0,0,0,0,0,0,6,1,2,0,0,0,0,0,7001,3,0,0
929533476,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5073,1,0,0
45112803,0,0,0,0,0,0,12,1,2,0,0,0,0,0,12388,3,0,0
547779529,0,0,0,0,0,0,10,1,2,0,0,0,0,1,2956585,4,0,0
257890214,0,0,0,0,0,0,5,1,2,0,0,0,0,0,17667,4,0,0
135136867,0,0,0,0,0,0,4,1,2,0,0,0,0,0,1765,2,0,0
548973295,0,0,0,0,0,0,8,0,1,0,0,0,0,1,2947142,3,0,0
351368862,0,0,0,0,0,0,7,0,1,0,0,0,0,0,7473,2,0,0
390508985,0,0,0,0,0,0,1,0,0,0,0,0,0,0,557,1,0,0
192544162,0,0,0,0,0,0,4,1,1,0,0,0,0,0,15728,2,0,0
591757776,0,0,0,0,0,0,9,1,2,0,0,0,0,0,7361,3,0,0
95244155,0,0,0,0,0,0,6,1,1,0,0,0,0,0,4785,3,0,0
680326584,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1912,3,0,0
288021732,0,0,0,0,0,0,9,0,0,0,0,0,0,1,2933358,3,0,0
436269047,0,0,0,0,0,0,7,1,2,0,0,0,0,0,1571,3,0,0
417276899,0,0,0,0,0,0,4,1,1,0,0,0,0,1,2938467,3,0,0
329499208,0,0,0,0,0,0,6,1,2,0,0,0,0,1,2944326,5,0,1
713882085,0,0,0,0,0,0,7,0,1,0,0,0,0,0,2408,3,0,0
581016020,0,0,0,0,0,0,7,1,2,0,0,0,0,0,17328,4,0,0
565070794,0,0,0,0,0,0,7,0,0,0,0,0,0,1,2931342,3,0,0
408089958,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2796,2,0,0
867836848,0,0,0,0,0,0,9,1,2,0,0,0,0,1,3259225,4,1,0
499626532,0,0,0,0,0,0,10,1,1,0,0,0,0,1,2940762,3,0,0
686911398,0,0,0,0,0,0,7,1,2,0,0,0,0,0,5903,2,0,0
821120923,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3326,1,0,0
335392464,0,0,0,0,0,0,7,0,1,0,0,0,0,0,17444,3,0,0
266026510,0,0,0,0,0,0,13,0,1,0,0,0,0,0,2153,3,0,0
997686849,0,0,0,0,0,0,4,1,2,0,0,0,0,0,228485,4,1,0
430346632,0,0,0,0,0,0,3,1,2,0,0,0,0,0,175751,3,1,0
452427020,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,2,0,0
669074845,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2938987,2,0,0
988802293,0,0,0,0,0,0,8,1,2,0,0,0,0,0,8903,3,0,0
802371070,0,0,0,0,0,0,7,1,2,0,0,0,0,1,2943534,4,0,0
327237496,0,0,0,0,0,0,9,0,1,0,0,0,0,0,4380,1,0,0
341809214,0,0,0,0,0,0,13,1,1,0,0,0,0,0,6376,2,0,0
339096541,0,0,0,0,0,0,5,1,1,0,0,0,0,0,16055,1,0,0
535977704,0,0,0,0,0,0,10,0,1,0,0,0,0,0,2338,3,0,0
229881909,0,0,0,0,0,0,8,0,0,0,0,0,0,0,19621,2,0,0
977514416,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2957,2,0,0
132871365,0,0,0,0,0,0,7,0,0,0,0,0,0,0,21323,2,0,0
519022099,0,0,0,0,0,0,8,0,0,0,0,0,0,1,3239741,3,1,0
920734412,0,0,0,0,0,0,11,1,1,0,0,0,0,0,13539,4,0,0
60514738,0,0,0,0,0,0,8,1,2,0,0,0,0,1,2945657,3,0,0
629251657,0,0,0,0,0,0,9,0,1,0,0,0,0,0,10890,1,0,0
105957302,0,0,0,0,0,0,8,0,1,0,0,0,0,1,3011554,2,1,0
662344108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15157,2,0,0
542889044,0,0,0,0,0,0,13,1,1,0,0,0,0,0,196042,4,1,0
18707000,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5496,1,0,0
74186693,0,0,0,0,0,0,10,0,1,0,0,0,0,0,4196,3,0,0
531671382,0,0,0,0,0,0,5,0,0,0,0,0,0,1,2932035,1,0,0
491451923,0,0,0,0,0,0,8,0,1,0,0,0,0,0,2922,3,0,0
974933072,0,0,0,0,0,0,9,1,1,0,0,0,0,1,3233279,2,1,0
83647273,0,0,0,0,0,0,8,1,1,0,0,0,0,1,2931556,3,0,0
295907045,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6641,1,0,1
41732988,0,0,0,0,0,0,3,0,1,0,0,0,0,0,11783,2,0,0
900497781,0,0,0,0,0,0,10,1,2,0,0,0,0,1,2945360,3,0,0
649271640,0,0,0,0,0,0,10,1,1,0,0,0,0,0,2462,2,0,0
758009480,0,0,0,0,0,0,9,1,1,0,0,0,0,1,2937009,2,0,0
841453704,0,0,0,0,0,0,11,0,1,0,0,0,0,0,17688,3,0,0
885777917,0,0,0,0,0,0,6,1,2,0,0,0,0,0,5429,4,0,0
766335215,0,0,0,0,0,0,8,0,0,0,0,0,0,1,2932314,2,0,0
27061255,0,0,0,0,0,0,12,1,2,0,0,0,0,0,14586,3,0,0
904429999,0,0,0,0,0,0,9,1,1,0,0,0,0,0,8862,2,0,0
211108396,0,0,0,0,0,0,3,0,1,0,0,0,0,0,133362,2,1,0
644402269,0,0,0,0,0,0,,0,0,0,0,0,1,,,0,0,0
978005920,0,0,0,0,0,0,12,1,2,0,0,0,0,0,178278,2,1,0
780259776,0,0,0,0,0,0,8,0,1,0,0,0,0,0,7308,2,0,0
637122231,0,0,0,0,0,0,11,1,2,0,0,0,0,0,14854,4,0,0
223821643,0,0,0,0,0,0,11,0,1,0,0,0,0,1,2933176,2,0,0
653247366,0,0,0,0,0,0,8,1,1,0,0,0,0,0,11997,1,0,0
354814201,0,0,0,0,0,0,15,1,1,0,0,0,0,0,16448,2,0,0
962106662,0,0,0,0,0,0,7,1,2,0,0,0,0,0,8748,5,0,0
542144785,0,0,0,0,0,0,7,0,1,0,0,0,0,0,616,3,0,0
803086710,0,0,0,0,0,0,7,0,0,0,0,0,0,1,2932108,1,0,0
677205940,0,0,0,0,0,0,7,1,1,0,0,0,0,0,1591,3,0,0
831595983,0,0,0,0,0,0,12,1,1,0,0,0,0,1,3097023,2,1,0
544589370,0,0,0,0,0,0,6,1,1,0,0,0,0,1,2935017,2,0,0
284276704,0,0,0,0,0,0,2,1,1,0,0,0,0,0,18668,4,0,0
711743906,0,0,0,0,0,0,5,1,2,0,0,0,0,1,2938856,3,0,0
931767034,0,0,0,0,0,0,8,1,2,0,0,0,0,1,2934657,3,0,0
620646565,0,0,0,0,0,0,10,0,1,0,0,0,0,0,6036,2,0,0
262522902,0,0,0,0,0,0,7,0,1,0,0,0,0,1,2940826,2,0,0
590266487,0,0,0,0,0,0,10,0,1,0,0,0,0,0,14481,2,0,0
455742840,0,0,0,0,0,0,11,1,2,0,0,0,0,1,2944032,5,0,0
161977798,0,0,0,0,0,0,6,1,1,0,0,0,0,1,2938906,3,0,0
41754205,0,0,0,0,0,0,3,0,1,0,0,0,0,0,6988,2,0,0
578472719,0,0,0,0,0,0,13,1,2,0,0,0,0,1,2932849,3,0,0
539897050,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2932382,2,0,0
647592725,0,0,0,0,0,0,,0,0,0,0,0,1,,,0,0,0
561626353,0,0,0,0,0,0,6,0,1,0,0,0,0,0,1532,3,0,0
3627996,0,0,0,0,0,0,1,1,1,0,0,0,0,0,15562,2,0,0
378352624,0,0,0,0,0,0,,0,0,0,0,0,1,,,0,0,0
657561420,0,0,0,0,0,0,,0,0,0,0,0,1,,,0,0,0
526315350,0,0,0,0,0,0,7,1,2,0,0,0,0,0,275,4,0,0
441313703,0,0,0,0,0,0,12,0,1,0,0,0,0,0,6108,1,0,0
77330244,0,0,0,0,0,0,5,1,1,0,0,0,0,0,3731,3,0,0
620221728,0,0,0,0,0,0,11,1,1,0,0,0,0,0,1987,3,0,0
607065978,0,0,0,0,0,0,9,1,2,0,0,0,0,0,127646,4,1,0
667680194,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3992,2,0,0
81720030,0,0,0,0,0,0,6,1,1,0,0,0,0,1,2931738,2,0,0
582263427,0,0,0,0,0,0,12,1,1,0,0,0,0,0,12373,4,0,0
565149729,0,0,0,0,0,0,,0,0,0,0,0,1,,,0,0,0
496796068,0,0,0,0,0,0,5,1,2,0,0,0,0,0,6242,3,0,0
991942168,0,0,0,0,0,0,12,1,2,0,0,0,0,0,2321,3,0,0
851613208,0,0,0,0,0,0,8,0,0,0,0,0,0,1,2933020,2,0,0
702343666,0,0,0,0,0,0,9,0,1,0,0,0,0,1,2935355,3,0,0
639455493,0,0,0,0,0,0,5,0,0,0,0,0,0,0,16925,2,0,0
555208385,0,0,0,0,0,0,9,0,1,0,0,0,0,0,12267,3,0,0
902116487,0,0,0,0,0,0,9,1,2,0,0,0,0,0,6476,3,0,0
907456641,0,0,0,0,0,0,1,1,2,0,0,0,0,0,16674,5,0,0
556413458,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2931550,4,0,0
258173492,0,0,0,0,0,0,8,0,1,0,0,0,0,1,2932749,3,0,0
737515869,0,0,0,0,0,0,7,1,2,0,0,0,0,0,333240,3,1,0
981318576,0,0,0,0,0,0,,0,0,0,0,0,1,,,0,0,0
269218786,0,0,0,0,0,0,9,1,2,0,0,0,0,0,3401,4,0,0
552744246,0,0,0,0,0,0,5,1,2,0,0,0,0,1,2944059,5,0,0
270905131,0,0,0,0,0,0,7,1,1,0,0,0,0,1,2947766,4,0,0
997842580,0,0,0,0,0,0,11,0,1,0,0,0,0,0,12149,3,0,0
349823095,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8031,2,0,0
239765552,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3591,1,0,0
756760552,0,0,0,0,0,0,7,1,2,0,0,0,0,1,2939486,3,0,0
13678659,0,0,0,0,0,0,3,1,2,0,0,0,0,1,2937074,4,0,0
943154454,0,0,0,0,0,0,2,1,1,0,0,0,0,0,15574,3,0,0
345057799,0,0,0,0,0,0,9,1,2,0,0,0,0,0,6584,2,0,0
783877682,0,0,0,0,0,0,7,0,1,0,0,0,0,0,106541,4,1,0
170905002,0,0,0,0,0,0,8,1,2,0,0,0,0,0,183,4,0,0
941441818,0,0,0,0,0,0,6,1,2,0,0,0,0,1,2935459,3,0,0
124844087,0,0,0,0,0,0,10,0,1,0,0,0,0,0,8150,3,0,0
28755046,0,0,0,0,0,0,6,1,1,0,0,0,0,0,16476,2,0,0
32559233,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3355,1,0,0
141733784,0,0,0,0,0,0,10,1,1,0,0,0,0,0,8305,1,0,0
181369308,0,0,0,0,0,0,8,1,1,0,0,0,0,1,2936638,3,0,0
31027926,0,0,0,0,0,0,4,1,2,0,0,0,0,0,323675,2,1,0
90085917,0,0,0,0,0,0,7,0,1,0,0,0,0,0,4541,3,0,0
404035191,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5318,2,0,0
29794838,0,0,0,0,0,0,4,0,0,0,0,0,0,0,20933,1,0,0
48419680,0,0,0,0,0,0,6,0,1,0,0,0,0,1,2940145,3,0,0
710490173,0,0,0,0,0,0,11,1,2,0,0,0,0,0,1015,4,0,0
903324765,0,0,0,0,0,0,6,1,1,0,0,0,0,0,237854,3,1,0
700383515,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4519,2,0,0
532612739,0,0,0,0,0,0,4,1,2,0,0,0,0,0,300250,2,1,0
109798167,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5627,2,0,0
773342869,0,0,0,0,0,0,3,0,1,0,0,0,0,0,16074,3,0,0
303930623,0,0,0,0,0,0,12,1,2,0,0,0,0,0,5749,2,0,1
856052147,0,0,0,0,0,0,4,1,1,0,0,0,0,0,89689,1,1,0
449199969,0,0,0,0,0,0,12,1,2,0,0,0,0,0,16031,4,0,0
403603588,0,0,0,0,0,0,6,1,1,0,0,0,0,0,14614,3,0,0
922367557,0,0,0,0,0,0,9,1,1,0,0,0,0,1,2946450,2,0,0
59764662,0,0,0,0,0,0,2,1,1,0,0,0,0,0,3492,1,0,0
401923696,0,0,0,0,0,0,10,1,1,0,0,0,0,0,3788,2,0,0
419793341,0,0,0,0,0,0,6,1,1,0,0,0,0,0,584,2,0,0
454175450,0,0,0,0,0,0,8,0,1,0,0,0,0,0,6463,2,0,0
677473933,0,0,0,0,0,0,4,1,1,0,0,0,0,0,7204,4,0,0
540655723,0,0,0,0,0,0,8,0,1,0,0,0,0,1,2937533,4,0,0
3873951,0,0,0,0,0,0,6,0,0,0,0,0,0,1,2950245,1,0,0
850608578,0,0,0,0,0,0,9,1,2,0,0,0,0,0,206,4,0,0
84296569,0,0,0,0,0,0,5,2,3,0,0,0,0,0,3801,3,0,0
